project,submersible,evaluation,distribution,study,transport,handling,physiology,physiological,orthophotography,mapping,management,evaluation,conservation,development,plan,outreach,colonization,law,wedge-wire,demography,helicopter,plumage,implantation,hatchery-reared,diet,propagation,dispersal,colorimeter,video,vocalization,distribution,sherman,sigmodon,open-cup,treatment,biomass,taxonomic,sampled,scanned,translocation,broodstock,absence,presence,terrestrial,drawdown,boat,band,hydrology,hydrological,ves,fertilizer,limnological,turbidity,sur,hydrophone,cover,harp,swim,chamber,restoration,depth,hoop,dimorphism,call-playback,banded,banding,imaging,aerial,repatriation,passive,active,implantation,sonic,fyke,tag,pit,toxicity,visual,aging,pectoral,fin,sexed,trammel,mist-netting,netted,demography,post-stocking,telemetry,shannon-wiener,diversity,epa,anova,abiotic,clearing,monitoring,survey,singing,display,search,creation,restoration,population,acoustic,recruitment,gis,satellite,map,disease,swimming,growth,mass,height,weight,weighed,density,moisture,temperature,trial,treatment,tolerance,mortality,netting,transponder,trapping,trap,capture,captured,release,mark,recapture,mark-recapture,electrofishing,sampling,double-sampling,transmitters,tagging,tagged,track,tracking,transect,sensor,photo,photograph,photography,genetic,dna,mtdna,microsatellites,haplotype,tissue,cell,microscope,planting,fungus,survivorship,stocking,spawning,habitat,nest,nesting,eggs,predation,predator,prey,breeding,survival,foraging,fertilization,fire,oxygen,nitrogen,carbon,potassium,phosphorous,ammonia,formalin,salinity,nitrate,nitrite,acid,alkalinity,arsenic,selenium,conductivity,biomass,pozzolan,lassenite,humidity,reach,shore,river,drainage,reclamation,tributary,tributaries,agricultural,biotic,refuge,spring,flood,dam,mine,impoundment,freshwater,coastal,riparian,lake,marsh,channel,backwater,pond,ditch,raceway,soil,tank,laboratory,hatchery,reservoir,floodplain,herbaceous,crop,woody,woodlands,canopy,understory,irrigation,wildfire,wetland,forest,sediment,roost,roosting,foliage,sand,valley
d10,0,0,0.003157895,0.008947368,0,0,0,0,0,0,0.006315789,0,0.074736842,0,0.004210526,0,0.001578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003157895,0.002105263,0.052631579,0,0,0,0,0.003684211,0,0,0,0,0.007368421,0,0,0,0,0,0,0,0,0,0,0,0,0.005789474,0,0,0,0.033684211,0,0,0,0,0,0,0,0,0,0.002105263,0,0,0,0,0,0.003684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.057368421,0,0,0,0.001578947,0.033684211,0.01,0,0,0,0,0.003157895,0,0,0,0,0,0,0,0.003157895,0,0,0,0,0,0,0,0.002105263,0.025789474,0.01,0.031052632,0.031052632,0,0,0,0,0,0,0,0,0,0.001578947,0,0,0.007368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.055263158,0.006315789,0.014210526,0,0,0.007894737,0,0.022105263,0.07,0,0.007894737,0,0,0,0,0.004210526,0.021052632,0.004736842,0,0.002105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001578947,0,0.013684211,0,0.001578947,0,0,0,0,0,0,0.027894737
d11,0,0,0.000823384,0.000205846,0,0,0,0,0.00295046,0.007753534,0.000205846,0,0,0.000754769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000823384,0,0,0,0,0,0,0.000343077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274461,0,0,0,0,0,0,0,0,0,0,0.000411692,0.001440922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274461,0,0,0,0,0,0.000754769,0,0,0,0,0,0,0,0,0.001303692,0,0.001989845,0,0,0,0,0.000205846,0,0,0.000205846,0,0,0,0,0,0,0,0,0,0,0.000343077,0.000343077,0,0,0,0,0,0.000548923,0,0,0,0,0,0,0,0,0.001578153,0,0.000274461,0,0,0,0,0,0,0.000274461,0,0,0,0,0,0,0.000754769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002470152,0,0.00102923,0,0,0,0,0,0,0,0.000548923,0,0,0,0,0.005146151,0.000617538,0.00192123,0,0.000823384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343077,0,0
d12,0,0.002373042,0.032985287,0.016729948,0,0,0,0,0,0,0.003440911,0.002373042,0.011983863,0,0.002966303,0,0,0,0,0,0,0,0,0,0,0,0.001067869,0,0,0,0.032985287,0,0,0,0,0,0.000711913,0,0.000355956,0.000830565,0,0,0.007712387,0.000593261,0,0,0,0,0.000355956,0,0,0,0,0,0,0.005220693,0,0,0,0,0.015306122,0,0,0,0,0,0,0.000593261,0,0.000711913,0,0,0,0,0,0,0,0.00676317,0,0,0,0,0,0,0,0,0,0.000593261,0,0.001067869,0,0,0.004864737,0,0.007712387,0.012458472,0,0,0.000830565,0.000474608,0,0.004390128,0,0,0.002847651,0,0.001305173,0,0,0.000949217,0,0,0.004627432,0,0.000949217,0,0.001186521,0,0,0,0,0.000355956,0,0.00166113,0.007593735,0.001067869,0.003678215,0,0,0,0,0,0.003084955,0,0,0,0,0,0,0,0,0,0,0,0.002017086,0.00225439,0,0,0,0.000593261,0,0,0,0,0,0,0,0.054935928,0,0,0.000711913,0.000474608,0.002373042,0.000474608,0.010204082,0.000474608,0.000593261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355956,0,0,0,0,0.002017086,0,0.091718083,0.003559563,0.004152824,0,0,0.000593261,0.005932606,0.004271476,0,0.001305173,0.002847651,0,0,0,0,0.00225439,0.00166113,0,0.000949217,0.001779782,0.000355956,0,0,0,0,0,0,0,0,0.000711913,0,0,0,0.001067869,0,0.005220693,0,0.000593261,0.000474608,0,0,0,0,0.011627907,0.002847651
d1,0,0,0.003951859,0.003772229,0,0,0,0,0,0,0.017603736,0,0.035387103,0.0017963,0.005927789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003233339,0.003951859,0,0,0,0,0,0,0,0,0,0,0.00143704,0.00197593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197593,0,0,0,0,0,0,0.00053889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107778,0,0,0,0,0,0,0.018322256,0.083168673,0,0,0,0.003592599,0,0.007903718,0,0,0,0,0.005029639,0,0,0.00053889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019040776,0,0,0,0,0,0,0.005927789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003592599,0.00089815,0.04993713,0.010238908,0.024609305,0,0,0.00233519,0,0.007364828,0,0,0.00143704,0,0,0,0,0,0.010059278,0.084246452,0,0.005748159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015627807,0,0.00143704,0,0,0,0,0,0,0.008981498
d2,0,0,0,0.027848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040734358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016433635,0.013448323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001802724
d5,0,0,0,0.007151777,0,0,0,0,0,0,0.007492337,0,0,0.003632648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023952776,0,0,0,0,0,0,0,0,0,0,0,0,0.066295834,0,0,0,0,0.011806107,0.095243501,0,0,0,0,0,0,0,0,0,0,0,0.000340561,0,0,0,0.002724486,0,0,0,0,0,0,0,0.028607106,0,0,0,0,0.024633897,0.002270405,0,0,0.008173459,0,0.066295834,0.009422182,0,0,0,0,0,0,0,0,0,0.006811216,0,0.001021682,0,0,0.00431377,0,0,0,0,0,0,0,0,0.056873652,0.063457827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001248723,0,0,0,0,0,0,0,0,0,0,0.002610966,0,0.016800999,0,0,0.036894086,0,0.003973209,0,0,0,0,0.032239755,0.003178567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032580316,0,0.033147917,0,0,0.003973209,0,0.012373709,0.002043365,0,0,0,0,0,0,0.012146668,0.005789533,0.006243614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013281871,0,0,0,0,0,0,0,0,0
d6,0,0,0.010448825,0.023905644,0,0,0,0,0,0.001583155,0.004511992,0,0.051531703,0,0.007361672,0,0,0,0,0.001583155,0,0,0,0,0,0,0,0,0,0,0.010448825,0,0,0,0,0,0,0,0.000554104,0,0,0,0.008311565,0,0,0.000474947,0,0,0,0,0,0,0,0,0,0.010211351,0,0,0,0,0,0,0,0,0,0,0,0.004749466,0,0,0.00316631,0,0,0,0,0,0,0.000554104,0,0,0,0,0,0,0,0.001583155,0,0,0,0.002216417,0,0,0.000870735,0,0.018127127,0.079474392,0.004432835,0.00142484,0.048998654,0.066571677,0,0.03253384,0,0,0.005066097,0,0.029130056,0,0,0,0.00213726,0,0,0,0.009736405,0,0,0,0,0,0,0,0,0,0,0.000395789,0.000633262,0,0,0,0,0,0.018285443,0.010132193,0,0,0,0.000554104,0,0,0,0.001820629,0.000870735,0.001662313,0,0,0,0,0,0,0,0,0.004037046,0,0,0,0,0.168764347,0.022955751,0.009815562,0.001899786,0,0,0,0.115016227,0,0.002216417,0,0.00071242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001029051,0,0.110820866,0.004274519,0.016702288,0,0.001266524,0.002691364,0.000474947,0.011240402,0.001899786,0.000633262,0.005382728,0,0,0,0,0.076783029,0.017177234,0.011477875,0,0.000554104,0,0,0,0,0,0,0,0,0,0.011161244,0,0.033008787,0.001029051,0,0.004116204,0.00672841,0,0,0.00142484,0,0.003403784,0,0,0,0.008944827
d7,0,0.000268754,0.005293293,0.002851133,0,0,0,0,0,0,0.00227857,0.000268754,0.003634027,0.000648516,0.000408974,0,0,0,0,0,0,0,0,0,7.60E-05,0,0.000730311,0,0,0,0.005293293,0,0,0,0,9.35E-05,8.76E-05,0,0,0,0,0,0.000654358,4.67E-05,0,0,0.000777051,0,0,0,0,0,0,0,0,0.002494742,0,0,0,0.013799953,0,0,5.84E-05,0,0.001583314,0.000537509,0,0.000572564,0,0,0.000508296,0,0,0,0,0.000251227,0,0.00094064,0,0,0,0.00014022,0,0,0,0,0,0.000999065,0,0,0,0,0,0,0.001904651,0.018257771,0,0,0.000169432,0.000216172,0.013799953,0.002529797,0,7.60E-05,0,0,0,0,0,0,0.000408974,0.001641739,3.51E-05,0,0.001530731,0,0,0,0,0,0,0.000356392,0,0,0,0.000601776,0.000905585,0,0,0.000233699,0,0,0,0,0,0,0,0,0,0.000257069,0,0,0,0,0.000227857,0.00018696,0,0,0,0,0,0,0.000315494,0,0,0,0,0.015733816,0.009546623,0.001980603,0.001437252,0,9.93E-05,0.000257069,0.013174807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35E-05,0,0,0,0.00305562,0,0.017013321,0.000724468,0.002144193,0,0.003014723,0.000975695,0,0.002781024,0,0.000706941,0.000555036,0,0,0,0,0.003967048,0.002395419,0.001717691,0,0.000111007,0,0,0,0,0,0,0,0,0,0,0,0.000356392,0,0.003482122,0,0.000958168,0,0,0.000847161,0,0.000753681,0,0,0,0.001945548
d8,0.004121823,0.001831921,0.010533547,0.048660408,0.00045798,0.00068697,0,0,0,0,0.008816121,0.001831921,0.013853904,0.001831921,0.002518892,0,0,0,0,0,0,0,0.001602931,0.002633387,0,0,0.001717426,0,0,0,0.010533547,0,0,0,0,0,0,0.004121823,0.004236318,0,0,0.001144951,0.00675521,0.000915961,0.00068697,0.00744218,0,0,0.00045798,0,0,0.000343485,0.010075567,0.02186856,0.001144951,0.012937944,0,0,0,0,0.0069842,0.001144951,0,0,0,0,0,0,0.002862377,0.006297229,0.016258301,0.001602931,0.03789787,0.00068697,0.022441035,0.038699336,0,0.002060911,0.004350813,0.006526219,0.011792993,0,0.027020838,0,0.001144951,0,0.005381269,0.019464163,0,0.001373941,0,0,0.000343485,0,0.065949164,0.004121823,0,0,0.002289902,0.000343485,0,0.047744447,0,0.026219373,0,0,0,0,0,0.016143806,0,0,0.006297229,0.001717426,0,0,0.001144951,0,0,0,0.002289902,0.023128005,0.001602931,0.000572475,0,0.039500801,0.048545913,0.018548202,0.005724754,0.006640714,0.004923288,0,0.033776048,0,0.004465308,0.011678498,0.026448363,0.002633387,0.004465308,0,0,0,0,0,0.004923288,0.00068697,0,0.000572475,0,0.00045798,0,0.00068697,0,0,0,0.011449508,0.084955347,0.0372109,0,0,0.00068697,0.004007328,0,0,0,0.023700481,0.000572475,0,0,0.000915961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001373941,0,0,0,0,0,0.006640714,0.114609572,0.005724754,0.024043966,0,0,0.000915961,0.000343485,0.00068697,0.005266774,0,0.00744218,0,0,0.00045798,0,0,0.225440806,0.016258301,0.002289902,0,0.002060911,0,0,0,0,0.001373941,0.003778338,0.0069842,0,0,0,0.001602931,0,0,0,0.008358141,0,0,0,0.002404397,0,0,0,0.003549347,0.008587131
d9,0,0.008860759,0,0.012025316,0,0,0,0,0,0,0.005316456,0.008860759,0.028734177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005696203,0,0,0,0,0.007341772,0,0,0.002151899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002405063,0,0,0,0,0.039113924,0.009113924,0,0.001392405,0,0.002658228,0.012405063,0.010632911,0.033417722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005949367,0,0,0,0,0,0,0.000759494,0,0,0,0,0,0,0,0,0.026708861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032025316,0,0,0,0,0,0,0,0,0,0,0.00278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003291139,0,0,0.063164557,0.007848101,0.016329114,0,0,0.003164557,0,0.008481013,0.02278481,0,0,0,0,0,0,0.010886076,0.019240506,0.006329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164557,0.001012658,0.010379747,0,0,0,0,0,0,0,0,0.011139241
e12,0,0,0,0.000496877,0.000212947,0,0,0,0,0,0.00028393,0,0.000567859,0.00028393,0.00028393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001561613,0.002555366,0,0,0,0,0,0,0,0.000496877,0,0,0,0,0,0,0,0.00028393,0.000709824,0,0,0,0,0,0,0,0.002555366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000780806,0,0,0,0,0,0,0,0,0,0,0,0,0.000638842,0.000354912,0.000212947,0,0,0.000638842,0.000638842,0,0,0,0.00028393,0,0.00028393,0,0,0,0,0.000212947,0,0,0.000567859,0,0,0,0,0,0,0.000425894,0,0.001561613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001987507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001561613,0,0,0,0,0,0,0,0.001206701,0,0,0,0.00149063,0.000567859,0.000567859,0,0.000425894,0,0,0.001135718,0,0,0,0.000496877,0.001206701,0.000496877,0.001277683,0.002555366,0,0,0,0,0.000354912,0.002342419,0.000425894,0.001135718,0,0,0,0,0.000354912,0.001206701,0,0,0,0,0.000212947,0,0,0.008659852,0.00028393,0,0.001419648,0.000212947,0,0,0,0,0.000354912,0,0,0.000212947,0,0,0,0,0,0,0.000638842,0,0,0,0.002271437,0,0,0,0,0.00028393
e13,0,0,0,0.002129472,0,0,0,0,0,0,0.000496877,0,0.001632595,0.000496877,0.000496877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003975014,0.00354912,0,0.000212947,0,0,0,0.000212947,0.000212947,0,0.005110733,0,0,0,0,0,0,0.000354912,0.000780806,0,0,0,0,0,0,0.000425894,0.003052243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000780806,0,0.000638842,0,0,0.002697331,0.001064736,0,0,0,0.000354912,0.000425894,0.000496877,0,0,0,0,0.000425894,0,0,0.000709824,0,0,0,0,0,0,0.000780806,0,0.003975014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002342419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002555366,0,0,0,0,0,0,0,0.001277683,0,0,0,0.003904032,0,0.000638842,0,0,0,0,0.002129472,0,0,0,0,0,0.000780806,0.003620102,0.00354912,0,0,0,0,0,0.008021011,0.000993754,0.002058489,0,0,0,0,0.001064736,0.001277683,0,0,0,0,0,0,0,0.016609881,0.000425894,0.000354912,0.002484384,0.000496877,0.000212947,0,0,0,0.001277683,0,0,0.000638842,0,0,0,0,0,0,0.00149063,0,0,0,0.002555366,0,0,0,0.000922771,0.000638842
e14,0,2.329411765,0,0.482352941,0,0,0,0,0,0,2.388235294,2.329411765,2.352941176,0.576470588,1.070588235,0,0,0.164705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105882353,0,0,0,0,0,0,0,0,0,0,0,0.623529412,0,0,0,1.129411765,0,0,0,0,0,0,0,0,0,0.105882353,0,0,0,0,0.035294118,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.529411765,0,0,0,0.376470588,1.129411765,0.470588235,0.105882353,0.058823529,0,0,0,0,0,0,0,0.117647059,0,0,0.152941176,0,0.494117647,0,0,0,0,0,0.047058824,0,0,0.094117647,0.494117647,0,0,0.082352941,0,0,1.741176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635294118,0,0,0,0,3.117647059,0,0,0.952941176,0,0,0,0.082352941,0,0,0,0.117647059,0.317647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317647059,0,0,0,0,0.047058824,0,2.411764706,1.094117647,2.529411765,0,0,0.129411765,0,1.811764706,0,0,0,0,0,0,0,0.564705882,1.105882353,1.788235294,0.2,0.6,5.376470588,0.529411765,0,0.458823529,0,0,0,0,0,0,0.047058824,0,0,0,0,1.482352941,0.164705882,0.176470588,0.105882353,0,0,0,0,0,0.317647059
e15,0,0.008555229,0,0.001164321,0,0,0,0,0,0.000151868,0.000531538,0.008555229,0.00113901,0.000961831,0.000126557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101245,0,0,0.000430293,0,0,0,0.000202491,0.000734029,0,0,0.000936519,0,0,0,0,0,0,0.001873038,0,0,0.003265161,0,0,0,0.001164321,0.003417029,0,0,0,0,0,0,0.000430293,0.000177179,0,0,0,0,0,0,0,0,0.000177179,0,0,0,0,0.000151868,0,0,0,0,0,0,0,0,0,0,0,0.000278425,0.001670548,0,0,0,0.001746482,0.001164321,0.000177179,0,0.000278425,0.000404981,0,0.002531133,0,0,0.000177179,0,0,0,0,0.000202491,0,0.004100435,0,0.000101245,0.000126557,0,0,0,0,7.59E-05,0.000151868,0.000253113,0,0,0,0,0,0.000734029,0,0,0,0,0,0,0.000151868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001088387,0.002227397,0.005948162,0,0,0,7.59E-05,0,0.000101245,0,0.000632783,0,0,0,0.002429888,0.001037765,0.001088387,0,0,0,0,0.000987142,0,0,0,0,0,0.001923661,0.001189632,0,0,0,0,0,0.000151868,0.012858155,0.000455604,0.001392123,0,0,0.0000759,0,0.000809963,0.000151868,0,0.001214944,0,0,0,0,0.000151868,0.005112889,0.000227802,0.001822416,0.008302116,0.002733624,0,0,0,0.001822416,0.000151868,0,0,0,0,0,0,0,0.0000759,0,0.000683406,0,0,0,0,0,0,0,0,0.000303736
e16,0,0.015025791,0.000897062,0.00123346,0,0,0,0,0,0,0.008970621,0.015025791,0.01054048,0.009867683,0.004597443,0,0,0,0,0,0,0,0,0,0.000560664,0.000336398,0.000784929,0,0,0,0.000897062,0,0,0,0,0,0,0,0,0,0,0.000448531,0.001569859,0,0,0,0,0,0,0,0,0,0.003027585,0,0,0.011998206,0,0,0,0.019286836,0.003476116,0,0,0,0,0,0,0.002354788,0,0,0,0,0,0,0,0,0,0.000448531,0,0,0,0,0,0,0,0,0,0,0,0.000672797,0,0,0,0,0.00123346,0.002466921,0,0,0,0.017492711,0.019286836,0.001009195,0,0.001009195,0,0,0.000560664,0,0,0.001121328,0,0,0.000672797,0,0.000336398,0,0.004373178,0,0,0.00123346,0.000336398,0,0,0,0,0,0,0,0,0,0,0,0.000672797,0,0,0,0,0,0,0,0,0,0,0.001569859,0,0,0,0,0,0,0,0,0.001121328,0,0,0.000336398,0.001794124,0.04014353,0,0,0,0.001121328,0,0,0,0.00201839,0,0,0.002354788,0.003700381,0,0,0,0,0,0,0.005158107,0,0,0,0,0,0.001681991,0.001794124,0,0,0,0,0.001121328,0,0.019174703,0.00325185,0.01782911,0,0,0.002354788,0,0.003924647,0,0.002466921,0.003700381,0,0,0,0,0.007849294,0.004373178,0.007849294,0.001009195,0.018726172,0.002130523,0,0,0.005158107,0,0.000784929,0.000560664,0,0.000336398,0,0.000560664,0.000336398,0,0,0.000560664,0.013343799,0.000336398,0.000784929,0.000336398,0.000336398,0,0,0,0,0.002466921
e17,0,9.00E-05,0.000359836,0.000164925,0,0,0,0,0,0,0.002099045,9.00E-05,0.000104952,0.00032985,0.001364379,0,0,0.000884598,0.000119945,0,0,0,0,0,0,0,7.50E-05,0,0,0,0.000359836,0,0,0,9.00E-05,0,0,0,0,0,0,4.50E-05,0,0,0,0,0,0,0,0,0,0,0.000119945,0,0,0.000239891,0,0,0,0.001079509,0.000179918,0,0,0,0,0,0,0,0,6.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164925,0,0,0,0.000104952,0.000104952,0.000584734,0,0,0,0.000134939,0.001079509,0,7.50E-05,0,0,0,6.00E-05,0,0,0.000209904,0,6.00E-05,0,0,4.50E-05,0,0,0,9.00E-05,0,0,0,0,0,0,0,0,0.000134939,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50E-05,0,0,0,0,0,0,0,0,0,0,0.00032985,0,0,0,0,0.001304406,0,0,0,0,0,0,6.00E-05,7.50E-05,0,0,6.00E-05,0,0,0,0,0,0,0,0.000224898,0,0,0,0,0,0,0,0,0,0,0,0.000164925,0,0.005022715,0,0.000704679,0.000254884,0.000929577,0.000149932,0,0.002428895,0.000254884,0.000314857,0.000929577,0,0.000045,0,0,0.000719673,0.001814175,0.002863697,0.000179918,0.000194911,0,0.000359836,0,0.000839618,0,0.000075,0,0.000239891,0.00006,0,0.000254884,0.00006,0,0,0,0.001544297,0,0.000134939,0.000209904,0.00009,0,0,0,0.000104952,0.000299864
e18,0,0,0,0,0.002325997,0,0,0,0,0,0.102164967,0,0.049919485,0,0.023796744,0.002325997,0,0.108785114,0,0,0.000894614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015745214,0,0,0,0,0,0,0.000894614,0,0,0,0.001073537,0,0,0,0,0,0,0,0,0,0.007693684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006083378,0,0,0,0,0.001789229,0,0,0,0,0,0,0.001789229,0,0,0,0,0.000894614,0,0,0.003399535,0.004830918,0,0,0.015745214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006083378,0,0,0,0,0.052961174,0,0,0,0,0,0,0,0,0,0,0.232420827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001968152,0.00679907,0,0.039541957,0.00930399,0.063517624,0,0,0.003041689,0,0.017713366,0,0,0,0,0,0,0,0.005188764,0.010735373,0,0,0,0,0,0,0.003578458,0,0.001610306,0,0,0,0.005367687,0,0,0,0.000894614,0.006441224,0.01860798,0.035068885,0,0.006262301,0,0,0,0,0,0.01180891
e1,0,0,0.004969269,0,0,0,0,0,0,0,0.014777037,0,0.020073231,0.006538512,0.005034654,0,0.000850007,0.001373087,0,0.002615405,0,0,0,0,0,0,0,0,0,0,0.004969269,0,0.001700013,0,0.001307702,0,0,0.001242317,0,0,0,0,0,0.000523081,0,0,0,0,0,0,0.001242317,0,0,0,0,0.015757814,0,0,0,0.034000262,0,0,0,0,0,0.000523081,0,0.002157709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002615405,0,0,0,0.00575389,0,0,0,0,0.026415588,0.00536158,0,0,0.002026939,0.010461619,0.034000262,0,0.002484634,0,0,0,0,0,0,0.003073101,0,0.009088531,0,0,0,0,0.004250033,0,0.001307702,0,0,0,0,0,0.002746175,0.002876945,0.002876945,0,0,0,0,0,0.005819276,0,0,0,0,0,0,0,0,0.00281156,0,0,0,0,0,0,0,0,0.001438473,0,0.011311625,0,0,0,0,0.034457957,0,0.001830783,0,0,0,0.000196155,0.008107755,0,0,0,0.001373087,0,0.000850007,0,0,0,0,0,0,0.000915392,0,0,0,0,0,0,0,0,0,0,0.000915392,0,0.023865568,0.003596182,0.019027069,0,0.002223094,0.001046162,0,0.004773114,0.00268079,0.003138486,0,0,0,0,0,0.023211717,0.028900222,0.012030862,0,0,0,0,0,0.024323264,0,0.002223094,0,0,0.000588466,0.001896168,0.004053877,0,0,0.004838499,0,0.023211717,0.001373087,0,0,0,0,0,0.001830783,0,0.00268079
e21,0,0,0,0.000774994,0,0,0,0,0,0,0.001033325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018599845,0.002324981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018599845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004133299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016274864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002066649,0,0.002066649,0,0,0,0,0.001549987,0,0.001033325,0,0,0,0,0,0.002324981,0.001033325,0.003874968,0,0.000774994,0,0,0,0.005424955,0,0,0,0,0.001549987,0,0,0,0,0,0,0.00645828,0,0,0,0,0,0,0,0,0
