project,woodpecker,parasite,butterfly,rodent,mouse,seed,small-mamal,mammal,weed,herb,avian,fish,bird,amphibian,bat,frog,rat,insect,mussel,vegetation,plant,tree,shrub,veligers,pikeminnow,sootywing,bacteria,tanager,warbler,cow-bird,willow,quailbush,cedar,mesquite,arrowweed,cottonwood,cottonwood-willow,razorback,rasu,flannelmouth,yellow-billed,humpback,chub,bonytail,rainbow,trout,catfish,bass,cuckoo,owl,elf-owl,woodpecker,warbler,flycatcher,tanger,flicker,vireo,grackel,quail,blackbird,starling,dove,adult,juvenile,larvae,larval,breeder,migrants,waterbirds,shorebirds,phytoplankton,zooplankton,plankton,copepod,rotifer,cladoceran,cyanobacteria,bacillariophyta,chlorophyta,cryptophyta,pyrrohyta,milkvetch,buckwheat,rail,clapper,chairmaker,bulrush,cattail,phragmites,threesquare,Choeronycteris mexicana,leptonycteris,myotis,parastrellus,eptesicus,lasiuru,euderma,idionycteris,antrozous,tadarida,nyctinomops,eumops,xyrauchen,leaf-nose,empidonax,coccyzuz,saltcedar,saltgrass,desertbloom,tamarisk,catostomus,gila,laterallus,rallus,ixobrychus,colaptes,sigmodon,deciduous,reach,shore,river,drainage,reclamation,tributary,tributaries,agricultural,biotic,refuge,spring,flood,dam,mine,impoundment,estury,freshwater,coastal,riparian,lake,marsh,channel,backwater,pond,ditch,raceway,soil,tank,laboratory,hatchery,reservoir,floodplain,herbaceous,crop,woody,woodlands,canopy,understory,snag,irrigation,wildfire,wetland,forest,sediment,roost,roosting,foliage,sand,valley,submersible,evaluation,distribution,study,transport,handling,physiology,physiological,orthophotography,mapping,management,evaluation,conservation,development,plan,outreach,colonization,law,wedge-wire,demography,helicopter,plumage,implantation,hatchery-reared,diet,propagation,dispersal,colorimeter,video,vocalization,distribution,field-trapped,sherman,sigmodon,open-cup,treatment,biomass,taxonomic,wire-coded,sampled,scanned,translocation,broodstock,absence,presence,terrestrial,drawdown,boat,band,hydrology,hydrological,ves,fertilizer,batymetric,limnological,turbidity,sur,hydrophone,cover,harp,guano,swim,chamber,restoration,depth,hoop,dimorphism,call-playback,banded,banding,buckets,imaging,aerial,repatriation,passive,active,implantation,sonic,fyke,tag,pit,toxicity,visual,aging,pectoral,fin,sexed,trammel,mist-netting,netted,demography,post-stocking,telemetry,shannon-wiener,diversity,epa,anova,abiotic,clearing,monitoring,densiometer,point-intercept,survey,singing,display,search,grid-search,creation,restoration,population,acoustic,recruitment,gis,satellite,map,disease,swimming,growth,mass,height,weight,weighed,density,moisture,temperature,trial,treatment,tolerance,mortality,netting,transponder,trapping,trap,capture,captured,release,mark,recapture,mark-recapture,electrofishing,sampling,double-sampling,transmitters,tagging,tagged,track,tracking,transect,sensor,photo,photograph,photography,genetic,dna,mtdna,microsatellites,haplotype,tissue,cell,microscope,microscopy,microscopic,staining,planting,fungus,survivorship,stocking,spawning,habitat,nest,nesting,eggs,predation,predator,prey,breeding,survival,foraging,fertilization,fire,oxygen,nitrogen,carbon,potassium,phosphorous,orthophosphorous,ammonia,formalin,salinity,nitrate,nitrite,ph,acid,alkaline,acidity,alkalinity,arsenic,selenium,nitrate-nitrate,conductivity,biomass,pozzolan,lassenite,humidity
c52,0,0,0,0,0,0,0,0,0,0,0,20,86,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,143,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,40,0,0,0,0,174,12,41,0,0,0,0,17,4,0,16,0,0,0,0,0,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,8,9,0,0,16,0,16,40,37,0,5,0,0,0,0,10,16,41,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,19,0,0,37,0,0,29,0,5,0,10,0,0,0,0,0,0,0,0,0,4,4,0,10,0,3,0,0,0,0,10,0,0,0,18,18,3,0,3,0,0,0,0,10,4,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,53,12,11,0,0,0,68,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c57,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,12,11,0,6,12,24,58,0,0,0,0,0,0,0,0,0,0,0,4,0,0,54,666,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,10,304,12,69,0,0,0,0,0,91,0,4,0,0,0,0,0,0,513,27,24,0,6,0,0,0,5,4,19,12,0,0,0,7,0,0,0,0,20,0,0,0,8,0,0,0,21,9,9,8,44,208,0,4,0,0,0,0,26,8,31,4,8,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,7,0,0,0,7,28,0,0,28,0,0,0,0,0,0,0,84,15,9,129,0,0,0,0,0,57,26,0,0,0,0,0,0,0,0,13,58,18,289,15,41,13,0,0,10,6,37,0,48,0,0,0,0,215,0,3,0,27,0,0,35,0,0,7,0,0,0,0,4,0,20,0,77,0,0,0,0,0,7,0,0,26,4,0,0,24,0,0,0,0,18,4,0,0,37,160,9,0,8,0,16,208,0,35,18,16,3,30,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,32,16,505,0,0,0,26,6,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
c5,8,0,0,0,0,0,0,0,0,0,0,12,5,0,20,0,0,54,0,4,29,0,0,0,0,0,0,4,8,0,31,0,0,8,33,19,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,8,8,16,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,48,23,22,0,0,4,0,11,8,0,0,0,0,0,0,0,67,46,4,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,30,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,14,4,0,6,0,0,0,94,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
c62,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9,13,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,4,0,4,8,17,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c64,0,0,0,0,0,0,0,0,0,0,31,1321,63,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,4,0,422,3,4,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,22,56,318,6,21,0,0,0,0,18,61,0,29,0,0,0,3,0,0,155,49,279,33,7,0,0,0,0,0,18,18,0,0,0,6,0,0,0,0,9,0,0,0,4,14,14,0,3,6,10,0,202,308,0,0,0,0,0,0,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,202,0,0,0,0,0,0,0,0,0,9,0,0,0,10,3,0,198,0,0,0,0,0,0,0,47,167,10,15,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,90,197,0,0,0,111,143,0,4,0,0,0,0,11,0,0,0,130,165,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,59,0,0,9,0,0,9,0,5,0,3,0,3,0,7,0,0,0,70,8,6,0,0,7,14,216,0,0,4,0,20,0,8,0,13,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,63,0,0,0,44,12,4,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7,0,0,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,92,0,6,0,0,52,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,8,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,73,24,8,0,4,4,0,12,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,20,0,0,10,13,0,0,0,0,0,0,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,19,0,0,0,0,13,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8,0,11,0,0,0,0,0,0,0,0,72,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,63,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,325,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,311,19,32,0,0,3,0,0,0,0,39,0,0,0,3,3,0,75,39,101,210,15,0,0,0,0,0,39,10,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,12,0,0,38,56,0,0,0,0,0,0,15,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,35,0,0,0,38,0,0,0,0,0,0,0,0,0,10,0,0,4,10,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,42,32,0,0,0,0,0,0,0,0,3,0,0,0,0,101,155,0,0,0,11,8,4,83,0,0,0,29,0,0,8,0,0,0,0,41,0,0,29,0,5,0,0,0,4,39,0,0,0,0,40,0,0,42,0,0,41,0,5,0,24,0,0,0,42,102,3,0,0,100,127,102,21,37,9,81,50,0,0,7,80,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,40,226,7,28,0,0,0,74,0,0,0,66,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
chub,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,21,0,0,0,20,85,231,4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,45,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,41,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,42,0,0,0,0,7,37,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,11,5,20,0,0,0,0,11,0,11,5,4,0,0,0,0,0,0,0,0,4,61,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,13,3,177,0,0,48,0,28,0,11,0,14,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,11,3,0,7,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,28,16,0,0,0,5,4,0,0,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d10,0,0,0,89,145,0,0,99,6,0,0,13,0,0,0,0,85,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,100,0,19,0,105,12,27,0,0,15,0,42,133,0,15,0,0,0,0,0,8,40,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,0,3,0,0,0,0,0,0,53,0,0,6,17,0,0,0,0,0,0,12,0,142,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,100,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,109,0,0,0,0,3,64,19,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,49,19,59,59,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,36,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,75,9,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,3,0,0,0,0,43,113,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,19,0,29,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d12,0,0,0,0,0,0,0,0,0,0,0,60,0,76,0,194,0,0,0,94,12,24,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,17,0,773,30,35,0,0,5,50,36,0,11,24,0,0,0,0,0,19,14,0,8,15,3,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,44,0,5,4,0,0,0,0,98,24,0,20,278,141,0,0,0,0,0,0,29,20,101,0,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,278,0,0,0,0,0,0,6,0,0,3,7,0,0,65,5,0,0,0,0,3,0,0,0,0,0,0,0,44,0,0,0,0,0,129,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,9,0,0,41,0,65,0,0,105,0,0,7,0,4,0,37,0,0,24,0,11,0,0,8,0,0,39,0,8,0,10,0,0,0,0,3,0,14,64,9,31,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,463,0,0,6,4,20,4,86,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
d1,16,0,0,0,0,0,0,0,0,0,0,272,327,0,0,0,0,0,0,43,12,10,0,0,0,0,0,4,56,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,56,19,0,5,20,0,0,29,0,28,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,385,0,18,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,23,57,46,5,0,0,20,5,278,57,137,0,0,13,0,41,0,0,8,0,0,0,0,0,0,56,469,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,8,0,0,0,0,0,0,50,0,0,22,21,0,0,0,0,0,0,98,0,197,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,102,0,0,463,0,0,0,0,20,0,44,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5,94,0,0,0,0,0,0,0,0,0,181,110,844,0,0,0,0,0,0,157,27,0,0,0,0,0,0,86,852,0,146,0,0,133,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,852,225,0,0,184,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,292,0,0,35,0,109,18,0,0,0,0,0,0,0,107,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,66,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,104,839,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,252,0,0,0,0,217,0,0,20,0,0,72,0,0,584,83,0,0,0,0,0,0,0,0,0,60,0,9,0,0,38,0,0,0,0,0,0,0,0,501,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,148,0,0,325,0,35,0,0,0,0,284,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6,570,0,0,0,0,0,0,0,0,0,94,55,1287,0,0,0,0,0,0,436,0,147,52,0,0,0,0,299,1612,0,290,0,91,116,11,31,69,0,0,0,37,0,0,0,0,0,0,0,34,233,0,570,1612,769,0,113,355,0,0,262,90,331,16,8,0,0,115,245,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,237,6,15,0,16,0,0,13,0,1400,54,211,0,16,34,6,142,24,8,68,0,0,0,0,0,970,217,145,0,7,0,0,0,0,0,0,0,0,0,141,0,417,13,0,52,0,85,0,0,18,0,43,0,0,0,113,0,0,132,302,0,0,0,0,0,20,57,0,651,0,93,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,7,0,0,0,105,0,0,6,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0,20,0,0,0,28,0,0,11,0,229,0,0,1004,56,18,619,0,841,0,411,0,0,64,0,368,0,0,0,27,0,0,0,123,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,231,128,0,0,0,7,0,0,0,23,11,21,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,2132,290,124,24,0,0,0,1453,0,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7,168,0,0,0,0,0,0,0,0,0,138,217,319,0,5,0,0,21,0,649,36,326,0,0,0,0,0,75,344,0,659,0,0,301,147,495,73,0,0,0,2421,0,0,0,0,0,0,0,3576,92,0,168,344,274,0,0,95,0,64,76,19,191,189,55,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,590,0,288,0,0,0,0,0,0,523,0,2912,124,367,0,516,167,0,476,0,121,95,0,0,0,0,0,679,410,294,0,19,0,0,0,0,0,0,0,0,0,0,0,61,0,596,0,0,164,0,0,145,0,129,0,0,0,333,0,46,906,488,0,0,0,0,0,0,390,46,622,111,70,0,0,0,0,0,0,0,0,0,13,0,125,0,0,0,906,0,0,0,0,0,16,15,0,0,0,0,0,0,112,8,0,0,133,0,0,0,0,0,0,0,0,0,427,0,0,0,0,2362,0,0,10,0,271,92,0,0,98,0,0,87,0,0,0,0,43,0,161,0,0,0,24,0,0,0,0,0,171,0,0,0,0,0,0,326,0,0,3125,0,0,29,0,37,2362,433,0,13,0,0,0,0,0,0,70,281,6,0,262,0,0,0,0,0,0,61,0,0,0,103,155,0,0,40,0,0,0,0,0,0,0,0,0,44,0,0,0,0,39,32,0,0,0,0,0,0,0,0,0,54,0,0,0,0,2693,1634,339,246,0,17,44,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
